"","Age","Experience","Income","Family","CCAvg","Education","Mortgage","Personal.Loan","Securities.Account","CD.Account","Online","CreditCard","EducationNumber","logit.reg.pred"
"4517",58,32,12,4,0.7,"Advanced/Professional",0,0,0,0,1,0,3,0.00157843821535868
"4518",45,18,50,3,2.5,"Graduate",0,0,0,0,1,0,2,0.0116081875335281
"4521",32,7,41,4,2,"Graduate",0,0,0,0,0,0,2,0.0134199378131156
"4524",29,4,50,4,1.7,"Graduate",0,0,0,0,1,0,2,0.0122760030247654
"4529",48,23,48,1,0.3,"Undergrad",0,0,0,0,0,0,1,0.0000571183104165087
"4532",31,7,35,1,1.33,"Undergrad",131,0,0,0,0,1,1,0.00000747176227058678
"4533",48,22,133,2,3.1,"Graduate",0,1,0,0,1,0,2,0.574364108266196
"4540",48,24,14,4,1,"Undergrad",0,0,0,0,1,0,1,0.0000211399994563606
"4542",62,38,124,1,3.8,"Undergrad",405,0,0,0,1,0,1,0.0124358659752793
"4545",28,4,80,3,2.5,"Undergrad",0,0,0,0,1,0,1,0.000728205508907283
"4546",61,35,35,2,0.2,"Advanced/Professional",0,0,0,0,1,0,3,0.00215103422932713
"4548",50,25,32,2,0.7,"Graduate",0,0,0,0,1,0,2,0.00155927148855456
"4549",58,33,73,4,0.7,"Undergrad",241,0,0,0,0,0,1,0.00230670476756338
"4551",65,40,18,1,1.5,"Graduate",0,0,0,0,1,0,2,0.000536198697623895
"4553",50,23,64,1,2.67,"Graduate",0,0,0,0,0,0,2,0.0180226568855536
"4554",50,25,44,2,0.7,"Graduate",192,0,0,0,1,0,2,0.00410486758624662
"4555",41,16,109,3,1,"Undergrad",0,0,1,0,1,0,1,0.0022276302714106
"4558",33,9,30,2,1,"Graduate",0,0,0,0,1,0,2,0.00105569659513616
"4560",47,20,101,3,2,"Graduate",270,0,0,0,1,0,2,0.27064045270047
"4561",43,18,13,2,0.1,"Graduate",0,0,0,1,1,1,2,0.00409924453763118
"4563",65,40,64,2,1.5,"Undergrad",0,0,0,0,0,1,1,0.000124876369226999
"4564",28,2,188,2,4.5,"Undergrad",0,0,1,0,1,0,1,0.221973749120959
"4566",33,8,120,2,4.2,"Advanced/Professional",76,1,0,0,0,1,3,0.230999027132553
"4568",46,20,19,3,0.5,"Graduate",97,0,1,0,1,0,2,0.000635711023683611
"4572",58,28,95,1,3,"Advanced/Professional",0,0,0,0,0,0,3,0.153362722592612
"4574",46,20,73,2,0.8,"Advanced/Professional",264,0,0,1,1,1,3,0.228403182871943
"4578",63,37,80,2,1.7,"Advanced/Professional",0,0,0,0,1,1,3,0.0139054050743229
"4579",45,20,90,4,1.1,"Graduate",0,0,0,0,1,1,2,0.0492744594310001
"4580",58,32,41,1,0.2,"Undergrad",81,0,0,0,1,0,1,0.0000279546947209967
"4582",37,13,59,1,1.5,"Advanced/Professional",0,0,0,0,0,1,3,0.00221932209717176
"4590",31,7,13,1,0.5,"Advanced/Professional",0,0,0,0,1,0,3,0.000186482492438009
"4591",58,34,151,3,0.6,"Graduate",0,1,0,0,0,0,2,0.896175055023608
"4592",43,16,44,3,1,"Graduate",0,0,0,0,1,0,2,0.00606864510639256
"4593",43,18,53,3,0.8,"Advanced/Professional",154,0,0,0,0,0,3,0.0187341973413298
"4594",54,30,133,1,5,"Graduate",0,1,0,0,0,1,2,0.348653242494552
"4595",53,27,31,3,0.9,"Advanced/Professional",78,0,0,0,1,0,3,0.0031441912461353
"4597",37,13,61,3,2.8,"Undergrad",0,0,0,0,0,0,1,0.000465856376046747
"4598",34,10,68,3,2.6,"Graduate",0,0,0,0,0,0,2,0.0438763227837147
"4600",49,25,149,2,0.4,"Undergrad",0,0,0,0,1,0,1,0.0300405061409623
"4603",57,32,81,2,3.7,"Undergrad",226,0,0,0,1,1,1,0.000341306624444442
"4612",34,7,52,2,1,"Graduate",0,0,0,0,1,0,2,0.00506939469169329
"4615",56,30,15,4,0.7,"Advanced/Professional",102,0,0,0,0,0,3,0.00362717959737412
"4620",61,36,23,1,0.1,"Undergrad",96,0,0,0,0,0,1,0.0000156098286854325
"4622",57,32,60,3,1.7,"Undergrad",0,0,1,1,1,1,1,0.00156651612148323
"4629",27,1,130,3,2.9,"Graduate",0,1,0,0,0,0,2,0.704943525705828
"4630",48,24,148,2,3.3,"Undergrad",0,0,0,1,1,1,1,0.329988244081157
"4633",54,29,62,4,0.7,"Undergrad",0,0,0,0,0,1,1,0.000244610060387801
"4635",42,17,29,1,0.6,"Advanced/Professional",0,0,0,0,1,0,3,0.000647173339065365
"4640",51,25,33,3,0.9,"Advanced/Professional",0,0,0,0,1,1,3,0.000934436452103927
"4644",33,7,35,4,0.8,"Undergrad",0,0,0,0,1,0,1,0.0000686360038144609
"4646",34,10,45,1,1.7,"Undergrad",84,0,0,0,0,0,1,0.0000500914055534038
"4647",38,13,119,2,3.3,"Undergrad",0,0,0,0,0,0,1,0.0118513972851668
"4650",59,35,121,1,4.3,"Undergrad",0,0,0,0,1,0,1,0.00679621322155031
"4652",48,24,58,2,1.7,"Undergrad",0,0,0,0,0,0,1,0.000219604316622605
"4654",34,10,155,2,6.5,"Undergrad",0,0,0,0,1,1,1,0.0282309261303478
"4657",47,21,38,3,0.6,"Graduate",0,0,1,0,0,0,2,0.00338026984554682
"4662",43,19,129,1,5,"Undergrad",0,0,1,0,1,0,1,0.00489895082307977
"4665",62,37,83,4,0.1,"Graduate",0,0,0,0,0,0,2,0.178581701910452
"4666",40,16,65,2,3.2,"Undergrad",0,0,0,0,1,0,1,0.000221029462317356
"4667",34,9,72,3,2.3,"Undergrad",124,0,0,0,0,0,1,0.000997931453324509
"4670",27,1,64,4,1.8,"Graduate",0,0,0,0,1,1,2,0.00913665982237344
"4671",52,26,194,1,1.7,"Undergrad",0,0,0,0,1,0,1,0.305552765010375
"4672",39,14,104,1,4,"Advanced/Professional",0,0,0,1,1,1,3,0.560812163452553
"4677",39,13,68,3,2.1,"Undergrad",0,0,1,0,1,0,1,0.000210524718805475
"4685",59,34,103,1,2.6,"Undergrad",0,0,0,0,1,0,1,0.00176961483717691
"4690",51,27,43,4,1.1,"Graduate",164,0,0,0,1,1,2,0.00336319207199197
"4692",41,17,65,3,2.1,"Advanced/Professional",0,0,0,0,1,0,3,0.0215581034788335
"4694",52,28,20,1,0.3,"Undergrad",0,0,0,0,0,0,1,0.00000986922054345335
"4696",45,19,70,1,2.8,"Undergrad",0,0,0,0,0,1,1,0.000102490539132795
"4705",54,28,102,3,1.7,"Graduate",0,0,0,0,1,0,2,0.224692509303663
"4708",59,35,91,2,1.6,"Undergrad",0,0,1,0,0,1,1,0.00029342113642914
"4710",26,1,35,2,1.7,"Graduate",119,0,0,0,0,1,2,0.000914308962874722
"4711",41,17,71,3,0.3,"Advanced/Professional",0,0,0,0,0,1,3,0.0121475313442545
"4712",65,40,59,3,2.4,"Undergrad",0,0,0,0,0,0,1,0.000621410307672244
"4714",25,1,122,2,0.2,"Undergrad",0,0,0,0,1,0,1,0.00382657970175236
"4716",65,39,35,1,0.5,"Advanced/Professional",150,0,0,0,1,0,3,0.00164631219961123
"4719",32,6,35,3,1,"Undergrad",0,0,1,0,1,0,1,0.0000199417567712171
"4720",32,8,140,4,6.6,"Advanced/Professional",0,1,0,1,0,1,3,0.993111123874225
"4725",34,8,21,4,1,"Undergrad",0,0,0,0,0,0,1,0.0000523982050578937
"4726",34,8,75,2,1.8,"Undergrad",0,0,0,0,0,0,1,0.000591573343699524
"4729",59,35,31,3,0.4,"Graduate",0,0,0,0,1,0,2,0.00259705748661531
"4731",52,27,29,1,1.5,"Graduate",159,0,0,0,0,1,2,0.00054310706484552
"4736",34,9,84,4,2.2,"Graduate",323,0,0,0,1,0,2,0.150470335966173
"4738",61,36,85,3,1.8,"Graduate",0,0,0,0,0,0,2,0.156778200012432
"4750",31,5,21,3,1,"Undergrad",0,0,0,0,1,0,1,0.0000165433229310906
"4751",66,41,38,1,1.1,"Advanced/Professional",0,0,0,0,0,1,3,0.000913814884560007
"4754",46,21,85,1,0.2,"Graduate",0,0,1,1,1,1,2,0.102608215627711
"4760",66,41,80,4,0.1,"Graduate",0,0,0,0,1,0,2,0.0984679727682987
"4765",56,32,88,4,1,"Graduate",0,0,0,0,1,1,2,0.0476110695367721
"4767",41,15,54,3,2.1,"Undergrad",0,0,0,0,1,0,1,0.000182700331785616
"4769",38,14,39,1,2,"Graduate",0,0,0,0,1,0,2,0.00136493584209841
"4773",26,2,95,3,0.8,"Undergrad",0,0,0,0,1,0,1,0.00136667878413132
"4775",56,32,22,1,1.2,"Advanced/Professional",0,0,0,0,1,1,3,0.000157818424351393
"4776",44,14,33,1,0.75,"Advanced/Professional",171,0,0,0,0,0,3,0.0025077774498089
"4777",47,23,40,2,2.1,"Advanced/Professional",156,0,0,0,1,0,3,0.00345609112233257
"4778",32,8,30,4,0.4,"Graduate",78,0,0,0,1,0,2,0.00307026095614443
"4779",52,27,22,4,0.8,"Undergrad",0,0,0,0,1,1,1,0.0000112100952025764
"4781",47,20,49,3,2.5,"Graduate",0,0,0,0,1,0,2,0.0112389642069078
"4782",35,9,25,3,0.1,"Graduate",0,0,1,0,1,0,2,0.000658438711157902
"4784",43,19,32,4,0.3,"Undergrad",0,0,0,0,0,0,1,0.0000946171086669776
"4786",30,5,23,2,0.9,"Advanced/Professional",0,0,1,0,1,0,3,0.000332635526794331
"4787",36,12,18,4,1,"Undergrad",0,0,0,0,1,1,1,0.00000668144093147862
"4790",58,34,84,4,1.6,"Graduate",0,0,0,0,1,0,2,0.130658994040137
"4794",45,21,59,2,2.5,"Undergrad",155,0,0,0,1,0,1,0.000173674831440587
"4795",56,30,29,4,1.5,"Advanced/Professional",146,0,0,0,0,0,3,0.0104010812000311
"4796",46,21,39,2,1.3,"Undergrad",101,0,0,0,1,0,1,0.0000411639451776261
"4798",37,11,24,4,1,"Undergrad",0,0,0,0,0,0,1,0.0000661622582373364
"4802",34,10,88,2,0,"Undergrad",121,0,0,0,1,0,1,0.000577898775787971
"4804",48,24,48,2,2.1,"Advanced/Professional",0,0,0,0,1,0,3,0.00484878450901489
"4805",58,32,40,1,2.8,"Graduate",0,0,0,0,0,0,2,0.00440229430894598
"4807",62,37,39,3,1.5,"Undergrad",0,0,0,0,1,0,1,0.0000834235364823938
"4808",40,14,53,1,2,"Undergrad",0,0,0,0,1,1,1,0.0000163779506108199
"4810",43,19,32,3,0.6,"Graduate",0,0,0,0,0,0,2,0.00393052160971029
"4812",36,12,123,2,3,"Advanced/Professional",0,1,0,0,0,0,3,0.477383948142205
"4813",29,4,184,4,2.2,"Advanced/Professional",612,1,0,0,1,0,3,0.991733052079216
"4814",49,23,60,3,0.7,"Graduate",142,0,0,0,1,1,2,0.00562384941507653
"4823",60,36,149,1,4.7,"Undergrad",0,0,0,0,1,0,1,0.0412107947755415
"4824",46,21,115,2,4.2,"Advanced/Professional",0,1,1,1,1,1,3,0.713788653051435
"4825",32,6,25,3,1,"Undergrad",0,0,0,0,1,0,1,0.0000215834456742583
"4826",56,32,84,2,1.6,"Undergrad",0,0,0,0,1,0,1,0.000710356074974488
"4828",30,6,181,1,4.3,"Undergrad",230,0,0,0,1,0,1,0.198561434654389
"4829",52,28,62,1,1.8,"Advanced/Professional",0,0,0,0,1,0,3,0.00680678876793448
"4830",31,7,11,1,0.5,"Advanced/Professional",80,0,0,0,1,1,3,0.0000530456122675889
"4831",37,12,60,4,2.1,"Advanced/Professional",217,0,0,0,1,0,3,0.0343579879216761
"4836",65,39,25,2,0.4,"Undergrad",113,0,0,0,1,0,1,0.0000210927443840615
"4838",36,10,183,2,0,"Undergrad",0,0,0,0,0,0,1,0.284097155836042
"4841",33,9,18,4,0.4,"Graduate",0,0,0,0,1,0,2,0.00134617587528619
"4842",59,35,40,4,0.4,"Undergrad",135,0,0,0,1,0,1,0.000134463030474186
"4844",61,34,41,4,2.5,"Graduate",0,0,0,0,1,0,2,0.0144706170633318
"4847",35,10,135,3,4.8,"Graduate",0,1,0,0,1,0,2,0.730861531550295
"4851",63,39,119,1,2.9,"Undergrad",0,0,1,0,1,0,1,0.00250334126185686
"4852",55,31,124,2,0.3,"Undergrad",0,0,0,0,1,0,1,0.00689912131629042
"4853",38,12,33,4,1.5,"Advanced/Professional",0,0,1,0,0,1,3,0.00126763025994004
"4857",56,31,80,4,1.3,"Advanced/Professional",0,0,0,0,1,0,3,0.102095899618134
"4860",34,8,165,1,7,"Advanced/Professional",541,1,0,0,0,0,3,0.966407119984365
"4863",33,7,44,1,0.3,"Undergrad",0,0,0,0,0,0,1,0.0000376468609876756
"4864",61,35,25,1,0.8,"Graduate",142,0,0,0,1,0,2,0.000869520192795912
"4865",41,16,52,2,2.2,"Advanced/Professional",0,0,0,0,1,0,3,0.00604451287334512
"4871",55,30,28,2,2,"Graduate",0,0,0,0,1,1,2,0.000477874210284927
"4872",46,22,53,4,1.9,"Undergrad",187,0,0,0,0,0,1,0.0005947088561207
"4874",59,35,165,2,6,"Undergrad",0,0,0,0,1,0,1,0.198461188639791
"4877",44,19,142,1,1.5,"Advanced/Professional",0,1,0,0,0,0,3,0.619042843308284
"4878",53,29,53,4,0.1,"Advanced/Professional",0,0,0,0,0,0,3,0.0263334717219913
"4892",56,31,61,4,0.9,"Undergrad",0,0,1,1,1,1,1,0.00248717004875545
"4893",43,19,35,1,0.3,"Advanced/Professional",120,0,1,0,1,0,3,0.000485399551026976
"4895",48,22,74,1,1.4,"Advanced/Professional",0,0,1,0,0,0,3,0.0123224961375354
"4896",45,20,201,2,2.8,"Undergrad",0,0,0,0,1,1,1,0.26123409660227
"4897",40,15,81,2,0.4,"Undergrad",0,0,0,0,1,0,1,0.000402908334074256
"4899",52,26,19,1,1.4,"Advanced/Professional",96,0,0,0,1,0,3,0.000542316556673286
"4900",54,29,85,4,1.3,"Advanced/Professional",299,0,0,0,1,0,3,0.174872819944475
"4901",26,1,74,4,2.2,"Undergrad",0,0,0,0,1,0,1,0.000846754080863455
"4903",33,8,58,2,2.5,"Undergrad",0,0,0,0,1,0,1,0.000121247748710024
"4906",62,37,19,3,0.5,"Undergrad",89,0,0,0,0,0,1,0.0000390691332736734
"4907",54,28,49,1,2.2,"Advanced/Professional",128,0,0,0,0,0,3,0.00755143173585491
"4909",40,16,138,2,6.1,"Undergrad",0,0,0,0,1,0,1,0.0336163813970042
"4916",49,24,48,1,1.3,"Graduate",0,0,0,0,0,1,2,0.00138024291059488
"4917",29,5,123,2,0.6,"Undergrad",0,0,0,0,1,0,1,0.00461836912642398
"4920",41,16,68,3,3,"Undergrad",0,0,0,0,1,1,1,0.000141587569780232
"4923",31,5,28,1,0.3,"Undergrad",0,0,0,0,1,1,1,0.00000225174837171594
"4924",40,15,73,3,3,"Undergrad",0,0,0,0,1,1,1,0.000190855324082362
"4926",64,39,82,4,3.4,"Graduate",0,0,0,0,1,0,2,0.17165771763309
"4927",37,13,83,2,1.7,"Graduate",0,0,0,0,0,1,2,0.0177354538337606
"4933",59,35,111,1,4.3,"Undergrad",0,0,0,0,1,0,1,0.00364082037497252
"4934",47,23,94,1,4.7,"Undergrad",0,0,0,0,1,1,1,0.00033033444898912
"4936",59,33,81,2,1.4,"Undergrad",0,0,0,0,1,0,1,0.000670640940039619
"4940",54,29,70,3,2,"Graduate",116,0,0,0,1,1,2,0.0127831039563105
"4942",28,4,112,2,1.6,"Graduate",0,1,0,0,1,0,2,0.156513677314716
"4945",49,24,33,3,1.7,"Graduate",0,0,0,0,1,0,2,0.00332987861672059
"4946",42,18,49,2,1.7,"Undergrad",106,0,0,0,0,1,1,0.0000378994418142357
"4948",39,13,41,2,0.3,"Undergrad",108,0,0,0,1,1,1,0.0000112172495697516
"4949",44,20,43,1,0.7,"Undergrad",0,0,0,0,0,1,1,0.0000116537503828511
"4952",53,27,65,1,2.2,"Advanced/Professional",0,0,0,0,1,1,3,0.00296564872075934
"4954",47,21,32,3,1.5,"Undergrad",75,0,0,0,1,0,1,0.0000495962600630305
"4955",45,19,22,3,1.5,"Undergrad",0,0,0,0,1,1,1,0.00000695167770336094
"4956",63,37,39,2,0.7,"Advanced/Professional",0,0,0,0,1,1,3,0.000912257113993343
"4958",29,-1,50,2,1.75,"Advanced/Professional",0,0,0,0,0,1,3,0.00287637105043068
"4960",51,27,55,1,1.6,"Graduate",197,0,1,0,1,0,2,0.00261089960924765
"4962",39,14,108,3,1.2,"Advanced/Professional",0,0,0,0,1,1,3,0.0787367109668025
"4963",46,20,122,3,3,"Advanced/Professional",0,1,0,1,1,1,3,0.921879807603742
"4965",53,27,110,1,4.9,"Undergrad",0,0,0,0,1,0,1,0.00388383476723794
"4966",29,5,33,1,1.8,"Graduate",78,0,0,0,1,0,2,0.000865425808640888
"4969",58,32,41,4,2.5,"Undergrad",0,0,0,0,1,1,1,0.0000567618369115678
"4973",58,32,41,3,2.2,"Advanced/Professional",148,0,0,0,1,1,3,0.00250958829644371
"4979",57,27,63,4,2,"Advanced/Professional",0,0,0,0,1,0,3,0.0566004549530832
"4981",29,5,135,3,5.3,"Undergrad",0,1,0,1,1,1,1,0.282687427751596
"4983",36,10,45,4,0.2,"Undergrad",0,0,0,0,0,1,1,0.0000627899608382696
"4986",48,23,30,3,1.7,"Graduate",162,0,0,0,1,0,2,0.00326571808955705
"4987",32,6,78,1,2.9,"Advanced/Professional",0,0,0,0,0,0,3,0.0317035808102715
"4990",24,0,38,1,1,"Advanced/Professional",0,0,0,0,1,0,3,0.000874300251187587
"4992",51,25,92,1,1.9,"Graduate",100,0,0,0,0,1,2,0.028691404746481
"4993",30,5,13,4,0.5,"Advanced/Professional",0,0,0,0,0,0,3,0.00176192479905863
